ID;Año;Región;País;Edad;Profesión;Ingresos_Anuales_USD;Clase_Social;Tiene_Familia;Tamaño_Familia;Tipo_Inversión;Monto_Invertido_USD;Frecuencia_Inversión;Riesgo_Inversión;Motivo_Inversión
968;2024;Europa;España;64;Médico;20709;Baja;Sí;2;Acciones;6440;Anual;Alto;Diversificación
969;2023;Europa;Italia;44;Arquitecto;59439;Media;Sí;2;Acciones;16710;Semestral;Bajo;Ganancia Rápida
970;2022;Europa;Italia;35;Empresario;13689;Baja;Sí;3;Acciones;3733;Mensual;Alto;Diversificación
971;2022;Norteamérica;Canadá;30;Estudiante;94833;Media;No;0;Bonos;40651;Mensual;Alto;Ganancia Rápida
972;2023;América Latina;Brasil;26;Diseñador;393358;Alta;Sí;6;Acciones;81604;Anual;Medio;Diversificación
973;2024;América Latina;Argentina;40;Ingeniero;64157;Media;Sí;1;Fondos Mutuos;24520;Semestral;Bajo;Ahorro
974;2022;América Latina;Chile;26;Ingeniero;400618;Alta;No;0;Bonos;23368;Semestral;Alto;Diversificación
975;2022;Norteamérica;Estados Unidos;24;Abogado;300425;Alta;Sí;4;Bonos;29743;Mensual;Bajo;Ganancia Rápida
976;2023;América Latina;Argentina;37;Empresario;120755;Alta;Sí;6;Acciones;33438;Anual;Alto;Retiro
977;2024;Norteamérica;Canadá;46;Empresario;335796;Alta;Sí;3;Criptomonedas;93725;Mensual;Bajo;Ahorro
978;2024;Norteamérica;Canadá;56;Arquitecto;47173;Media;No;0;Fondos Mutuos;21845;Anual;Medio;Ahorro
979;2024;Norteamérica;Canadá;23;Médico;169891;Alta;No;0;Bonos;3867;Semestral;Alto;Ahorro
980;2023;América Latina;Chile;36;Profesor;252982;Alta;No;0;Criptomonedas;7932;Semestral;Medio;Ahorro
981;2023;Norteamérica;Canadá;41;Programador;265658;Alta;Sí;4;Acciones;16062;Mensual;Alto;Diversificación
982;2022;América Latina;Chile;24;Ingeniero;463189;Alta;No;0;Inmobiliario;64295;Anual;Medio;Retiro
983;2024;Norteamérica;Canadá;32;Arquitecto;307019;Alta;Sí;8;Acciones;64367;Semestral;Alto;Retiro
984;2024;Norteamérica;Estados Unidos;52;Abogado;437768;Alta;Sí;5;Inmobiliario;29982;Anual;Medio;Diversificación
985;2023;Europa;Reino Unido;42;Contador;135109;Alta;Sí;5;Criptomonedas;25582;Anual;Medio;Ahorro
986;2023;Europa;Francia;35;Estudiante;399114;Alta;Sí;2;Inmobiliario;68288;Mensual;Medio;Diversificación
987;2022;América Latina;México;41;Programador;199851;Alta;Sí;8;Criptomonedas;13461;Anual;Bajo;Ganancia Rápida
988;2022;América Latina;Colombia;45;Ingeniero;345546;Alta;No;0;Inmobiliario;46696;Mensual;Alto;Diversificación
989;2024;América Latina;Chile;51;Diseñador;363025;Alta;No;0;Criptomonedas;68474;Anual;Bajo;Ganancia Rápida
990;2024;América Latina;Chile;37;Empresario;204369;Alta;Sí;3;Bonos;72022;Mensual;Bajo;Ahorro
991;2022;Norteamérica;Estados Unidos;36;Ingeniero;271664;Alta;Sí;1;Fondos Mutuos;31774;Semestral;Alto;Diversificación
992;2024;América Latina;Argentina;39;Médico;370424;Alta;No;0;Criptomonedas;66950;Mensual;Bajo;Diversificación
993;2024;América Latina;Brasil;35;Ingeniero;328374;Alta;Sí;3;Bonos;89454;Semestral;Medio;Ahorro
994;2024;Europa;España;44;Estudiante;372991;Alta;No;0;Fondos Mutuos;41725;Semestral;Bajo;Ahorro
995;2023;Norteamérica;Estados Unidos;30;Estudiante;100551;Alta;Sí;2;Inmobiliario;35963;Mensual;Alto;Diversificación
996;2024;Europa;Francia;45;Profesor;88749;Media;Sí;4;Acciones;27204;Anual;Bajo;Ganancia Rápida
997;2023;Norteamérica;Canadá;46;Contador;145930;Alta;Sí;3;Criptomonedas;19889;Mensual;Medio;Ganancia Rápida
998;2024;Norteamérica;Estados Unidos;43;Contador;113906;Alta;Sí;5;Criptomonedas;51179;Mensual;Bajo;Retiro
999;2024;América Latina;Chile;47;Arquitecto;427718;Alta;Sí;8;Criptomonedas;54764;Anual;Medio;Ganancia Rápida
1000;2022;Norteamérica;Canadá;24;Programador;113080;Alta;Sí;1;Inmobiliario;14843;Semestral;Alto;Ahorro
1001;2024;Norteamérica;Estados Unidos;36;Arquitecto;269896;Alta;No;0;Criptomonedas;84848;Mensual;Bajo;Ganancia Rápida
1002;2022;Norteamérica;Canadá;26;Contador;93953;Media;No;0;Fondos Mutuos;38952;Anual;Bajo;Diversificación
1003;2024;América Latina;Colombia;39;Diseñador;273328;Alta;Sí;2;Criptomonedas;63905;Mensual;Alto;Retiro
1004;2023;Norteamérica;Canadá;43;Arquitecto;299321;Alta;Sí;2;Acciones;49041;Anual;Medio;Retiro
1005;2022;Europa;Francia;41;Profesor;208982;Alta;No;0;Bonos;98146;Mensual;Alto;Ahorro
1006;2022;América Latina;Colombia;33;Abogado;249852;Alta;No;0;Criptomonedas;88396;Mensual;Medio;Ganancia Rápida
1007;2024;América Latina;Argentina;62;Estudiante;368455;Alta;Sí;2;Criptomonedas;35783;Mensual;Alto;Diversificación
1008;2023;Europa;Reino Unido;43;Contador;276687;Alta;No;0;Bonos;19163;Semestral;Bajo;Retiro
1009;2022;Norteamérica;Canadá;38;Programador;301754;Alta;No;0;Fondos Mutuos;22308;Semestral;Alto;Ganancia Rápida
1010;2023;Norteamérica;Canadá;41;Programador;91250;Media;No;0;Acciones;4459;Mensual;Medio;Ahorro
1011;2024;América Latina;Colombia;36;Profesor;93707;Media;Sí;1;Bonos;42873;Mensual;Bajo;Diversificación
1012;2023;Norteamérica;Canadá;49;Médico;123674;Alta;Sí;5;Bonos;5511;Mensual;Medio;Ganancia Rápida
1013;2024;Norteamérica;Estados Unidos;35;Profesor;128423;Alta;Sí;4;Acciones;14945;Anual;Alto;Diversificación
1014;2023;Europa;España;33;Estudiante;428035;Alta;No;0;Fondos Mutuos;57167;Semestral;Medio;Ganancia Rápida
1015;2024;Europa;Francia;55;Arquitecto;303282;Alta;Sí;5;Criptomonedas;73185;Mensual;Alto;Retiro
1016;2023;América Latina;Chile;49;Profesor;415667;Alta;No;0;Inmobiliario;31115;Mensual;Bajo;Ganancia Rápida
1017;2022;Norteamérica;Canadá;43;Ingeniero;143310;Alta;Sí;4;Inmobiliario;5131;Anual;Bajo;Retiro
1018;2022;Europa;Reino Unido;25;Arquitecto;449170;Alta;No;0;Bonos;46360;Mensual;Bajo;Ahorro
1019;2022;América Latina;Colombia;48;Diseñador;463075;Alta;Sí;5;Bonos;33827;Anual;Medio;Ganancia Rápida
1020;2023;América Latina;México;35;Estudiante;384321;Alta;Sí;2;Inmobiliario;68091;Anual;Medio;Ahorro
1021;2022;América Latina;Colombia;31;Arquitecto;124171;Alta;Sí;2;Bonos;3258;Mensual;Alto;Retiro
1022;2024;Europa;Italia;32;Programador;236961;Alta;Sí;2;Inmobiliario;593;Semestral;Medio;Ganancia Rápida
1023;2023;Norteamérica;Estados Unidos;35;Médico;365823;Alta;Sí;5;Inmobiliario;7076;Mensual;Alto;Retiro
1024;2024;América Latina;Chile;45;Diseñador;83796;Media;No;0;Inmobiliario;26502;Semestral;Bajo;Ahorro
1025;2022;Europa;Alemania;48;Médico;198326;Alta;Sí;7;Bonos;96302;Anual;Medio;Retiro
1026;2023;América Latina;México;20;Programador;205410;Alta;Sí;1;Inmobiliario;63063;Mensual;Medio;Ahorro
1027;2024;Europa;Reino Unido;51;Estudiante;334022;Alta;Sí;2;Bonos;33584;Semestral;Medio;Retiro
1028;2022;América Latina;Colombia;50;Estudiante;406006;Alta;No;0;Criptomonedas;77487;Anual;Alto;Ganancia Rápida
1029;2024;América Latina;Colombia;49;Arquitecto;101020;Alta;Sí;1;Criptomonedas;12102;Anual;Bajo;Ganancia Rápida
1030;2023;América Latina;Argentina;28;Ingeniero;22726;Baja;Sí;8;Inmobiliario;10406;Anual;Alto;Ahorro
1031;2024;Europa;Francia;46;Estudiante;319380;Alta;No;0;Criptomonedas;61108;Semestral;Bajo;Ganancia Rápida
1032;2022;Europa;Francia;24;Diseñador;396430;Alta;Sí;5;Inmobiliario;16928;Mensual;Bajo;Ganancia Rápida
1033;2022;Norteamérica;Canadá;43;Ingeniero;466165;Alta;Sí;5;Inmobiliario;6555;Mensual;Alto;Ahorro
1034;2022;Europa;España;33;Estudiante;80065;Media;Sí;8;Fondos Mutuos;32766;Mensual;Alto;Diversificación
1035;2024;Europa;Reino Unido;49;Contador;471504;Alta;Sí;4;Fondos Mutuos;25085;Semestral;Alto;Ganancia Rápida
1036;2022;Norteamérica;Estados Unidos;28;Médico;171880;Alta;No;0;Acciones;59618;Mensual;Bajo;Diversificación
1037;2023;Europa;España;40;Empresario;124037;Alta;Sí;5;Bonos;12925;Anual;Medio;Ganancia Rápida
1038;2023;Norteamérica;Canadá;41;Profesor;304361;Alta;Sí;7;Criptomonedas;15090;Semestral;Alto;Ahorro
1039;2022;América Latina;Colombia;27;Empresario;130107;Alta;Sí;4;Bonos;41467;Semestral;Alto;Ganancia Rápida
1040;2022;Europa;Reino Unido;41;Arquitecto;499002;Alta;Sí;7;Inmobiliario;1555;Mensual;Medio;Retiro
1041;2024;Europa;Francia;34;Empresario;119511;Alta;No;0;Fondos Mutuos;5187;Semestral;Bajo;Ahorro
1042;2022;Norteamérica;Estados Unidos;51;Arquitecto;170712;Alta;Sí;1;Acciones;15963;Anual;Medio;Ahorro
1043;2023;América Latina;Chile;41;Profesor;143140;Alta;No;0;Criptomonedas;35161;Semestral;Medio;Diversificación
1044;2023;Norteamérica;Estados Unidos;64;Diseñador;406910;Alta;Sí;1;Fondos Mutuos;31279;Semestral;Bajo;Ahorro
1045;2022;Norteamérica;Estados Unidos;30;Empresario;89986;Media;No;0;Fondos Mutuos;15951;Semestral;Alto;Ahorro
1046;2024;América Latina;Colombia;50;Programador;319733;Alta;Sí;8;Criptomonedas;23546;Semestral;Bajo;Diversificación
1047;2024;Europa;Reino Unido;38;Profesor;257448;Alta;Sí;4;Inmobiliario;8901;Semestral;Medio;Diversificación
1048;2024;América Latina;México;23;Empresario;183554;Alta;No;0;Criptomonedas;89994;Semestral;Alto;Retiro
1049;2024;Norteamérica;Estados Unidos;24;Programador;171477;Alta;No;0;Criptomonedas;21961;Anual;Alto;Ahorro
1050;2022;Europa;Italia;46;Arquitecto;56886;Media;Sí;4;Acciones;24913;Mensual;Alto;Ganancia Rápida
1051;2023;Norteamérica;Canadá;40;Ingeniero;238175;Alta;Sí;4;Acciones;88806;Anual;Bajo;Ahorro
1052;2023;Europa;Francia;35;Abogado;330641;Alta;No;0;Acciones;89291;Semestral;Alto;Diversificación
1053;2024;Norteamérica;Canadá;60;Programador;362186;Alta;Sí;7;Bonos;42495;Mensual;Bajo;Ganancia Rápida
1054;2023;América Latina;Chile;25;Profesor;176378;Alta;Sí;5;Criptomonedas;65496;Semestral;Bajo;Retiro
1055;2023;Norteamérica;Estados Unidos;56;Abogado;298550;Alta;Sí;1;Bonos;91199;Mensual;Medio;Ganancia Rápida
1056;2024;América Latina;Argentina;45;Diseñador;485777;Alta;Sí;3;Inmobiliario;1681;Semestral;Bajo;Retiro
1057;2024;Europa;Francia;45;Diseñador;272375;Alta;Sí;1;Inmobiliario;68126;Semestral;Alto;Ganancia Rápida
1058;2024;América Latina;Argentina;51;Contador;142291;Alta;Sí;8;Acciones;54624;Mensual;Bajo;Retiro
1059;2024;Europa;España;23;Abogado;468973;Alta;No;0;Criptomonedas;20385;Anual;Bajo;Ahorro
1060;2024;Norteamérica;Canadá;47;Médico;254415;Alta;Sí;6;Fondos Mutuos;9694;Anual;Alto;Ganancia Rápida
1061;2024;América Latina;Brasil;48;Contador;165171;Alta;Sí;2;Acciones;33679;Semestral;Medio;Ahorro
1062;2024;América Latina;Colombia;40;Ingeniero;215375;Alta;Sí;4;Bonos;32980;Mensual;Alto;Ganancia Rápida
1063;2024;Norteamérica;Estados Unidos;45;Diseñador;368493;Alta;Sí;7;Fondos Mutuos;46163;Semestral;Alto;Ahorro
1064;2024;América Latina;México;55;Ingeniero;207660;Alta;Sí;8;Bonos;23336;Mensual;Medio;Diversificación
1065;2023;Norteamérica;Estados Unidos;30;Contador;68095;Media;Sí;1;Acciones;4082;Semestral;Bajo;Retiro
1066;2023;Europa;Italia;51;Profesor;349969;Alta;Sí;3;Criptomonedas;19934;Mensual;Alto;Diversificación
1067;2023;Norteamérica;Canadá;30;Empresario;101270;Alta;Sí;7;Acciones;3943;Anual;Medio;Ahorro
1068;2024;Norteamérica;Canadá;23;Programador;148882;Alta;No;0;Bonos;61888;Mensual;Alto;Ahorro
1069;2022;América Latina;México;42;Abogado;420062;Alta;Sí;3;Fondos Mutuos;51320;Anual;Medio;Ahorro
1070;2024;Europa;Francia;38;Diseñador;80922;Media;Sí;1;Bonos;14567;Mensual;Medio;Diversificación
1071;2023;América Latina;Chile;41;Empresario;159355;Alta;No;0;Fondos Mutuos;33290;Anual;Medio;Retiro
1072;2023;Europa;Reino Unido;37;Profesor;40580;Media;No;0;Inmobiliario;13730;Mensual;Medio;Ganancia Rápida
1073;2024;Europa;Alemania;32;Médico;463881;Alta;Sí;2;Bonos;54256;Mensual;Alto;Retiro
1074;2023;Europa;España;28;Profesor;444164;Alta;Sí;8;Bonos;82528;Semestral;Medio;Ahorro
1075;2023;Europa;Reino Unido;35;Diseñador;325545;Alta;Sí;1;Acciones;88043;Anual;Medio;Ahorro
1076;2023;América Latina;Brasil;44;Empresario;465243;Alta;Sí;2;Criptomonedas;61226;Anual;Medio;Retiro
1077;2024;América Latina;Colombia;33;Médico;293150;Alta;Sí;8;Bonos;71359;Anual;Alto;Retiro
1078;2024;Europa;Alemania;23;Arquitecto;400566;Alta;No;0;Criptomonedas;17573;Mensual;Bajo;Retiro
1079;2023;América Latina;Chile;37;Empresario;137097;Alta;No;0;Criptomonedas;64174;Semestral;Medio;Ganancia Rápida
1080;2023;América Latina;Brasil;41;Ingeniero;208981;Alta;Sí;3;Criptomonedas;50695;Anual;Medio;Diversificación
1081;2023;Europa;Alemania;32;Diseñador;221791;Alta;Sí;5;Inmobiliario;81958;Semestral;Medio;Ganancia Rápida
1082;2023;América Latina;Argentina;45;Médico;170676;Alta;Sí;6;Bonos;27318;Mensual;Alto;Diversificación
1083;2024;Europa;Italia;41;Diseñador;88675;Media;Sí;1;Fondos Mutuos;20889;Semestral;Alto;Retiro
1084;2023;América Latina;México;39;Abogado;384008;Alta;No;0;Fondos Mutuos;27794;Mensual;Alto;Ahorro
1085;2024;Norteamérica;Canadá;47;Empresario;375608;Alta;No;0;Fondos Mutuos;29908;Semestral;Bajo;Retiro
1086;2022;América Latina;Argentina;48;Programador;377388;Alta;No;0;Acciones;61099;Anual;Bajo;Retiro
1087;2023;Europa;Alemania;40;Contador;196180;Alta;No;0;Criptomonedas;42593;Semestral;Bajo;Ganancia Rápida
1088;2022;Norteamérica;Canadá;56;Empresario;18643;Baja;Sí;3;Acciones;6381;Anual;Medio;Diversificación
1089;2023;Europa;Alemania;21;Empresario;396509;Alta;Sí;7;Fondos Mutuos;50052;Anual;Medio;Diversificación
1090;2023;América Latina;Brasil;21;Médico;464483;Alta;Sí;5;Inmobiliario;47589;Anual;Bajo;Ganancia Rápida
1091;2024;Europa;España;26;Programador;19081;Baja;Sí;3;Inmobiliario;6598;Anual;Alto;Ahorro
1092;2022;América Latina;Argentina;51;Estudiante;428560;Alta;Sí;5;Bonos;58924;Mensual;Alto;Ganancia Rápida
1093;2022;Europa;España;42;Empresario;421832;Alta;Sí;6;Inmobiliario;94648;Mensual;Medio;Ganancia Rápida
1094;2023;Europa;Italia;43;Profesor;454597;Alta;No;0;Inmobiliario;77640;Anual;Medio;Retiro
1095;2024;Europa;Reino Unido;30;Ingeniero;436636;Alta;Sí;1;Fondos Mutuos;58729;Mensual;Bajo;Diversificación
1096;2024;Europa;Alemania;30;Ingeniero;187791;Alta;Sí;6;Criptomonedas;74551;Anual;Bajo;Ahorro
1097;2022;Europa;Italia;47;Estudiante;254377;Alta;Sí;6;Acciones;1811;Anual;Alto;Ahorro
1098;2022;América Latina;Colombia;49;Profesor;358626;Alta;Sí;4;Fondos Mutuos;68070;Anual;Medio;Ganancia Rápida
1099;2023;Europa;España;18;Contador;307711;Alta;Sí;6;Criptomonedas;11531;Semestral;Alto;Retiro
1100;2023;Europa;Alemania;41;Médico;246959;Alta;No;0;Inmobiliario;67769;Mensual;Bajo;Diversificación
1101;2024;Norteamérica;Estados Unidos;35;Arquitecto;391625;Alta;Sí;4;Acciones;96462;Mensual;Bajo;Ahorro
1102;2022;Norteamérica;Canadá;31;Médico;32601;Media;Sí;8;Bonos;10646;Mensual;Medio;Ahorro
1103;2024;América Latina;México;30;Programador;461368;Alta;Sí;6;Acciones;59133;Anual;Bajo;Diversificación
1104;2022;América Latina;Colombia;50;Ingeniero;48858;Media;Sí;7;Bonos;7654;Semestral;Medio;Retiro
1105;2023;Norteamérica;Estados Unidos;42;Estudiante;56764;Media;Sí;6;Acciones;4891;Semestral;Alto;Diversificación
1106;2024;Europa;Italia;32;Empresario;454716;Alta;No;0;Criptomonedas;52501;Mensual;Medio;Ganancia Rápida
1107;2022;Norteamérica;Canadá;59;Estudiante;249180;Alta;No;0;Acciones;90896;Mensual;Medio;Retiro
1108;2024;América Latina;Chile;32;Abogado;392053;Alta;No;0;Criptomonedas;87253;Semestral;Bajo;Ganancia Rápida
1109;2024;Europa;España;45;Estudiante;27654;Baja;Sí;1;Bonos;4263;Mensual;Medio;Ahorro
1110;2022;Europa;Alemania;53;Arquitecto;229708;Alta;Sí;4;Acciones;80626;Mensual;Bajo;Diversificación
1111;2022;Norteamérica;Estados Unidos;36;Profesor;88169;Media;Sí;7;Acciones;865;Mensual;Alto;Ahorro
1112;2023;América Latina;México;35;Ingeniero;15753;Baja;Sí;8;Acciones;6166;Semestral;Medio;Ganancia Rápida
1113;2022;Europa;Francia;46;Abogado;448561;Alta;Sí;5;Bonos;85815;Mensual;Alto;Ahorro
1114;2023;Norteamérica;Canadá;36;Abogado;372911;Alta;No;0;Acciones;91821;Anual;Medio;Diversificación
1115;2023;América Latina;México;39;Contador;127197;Alta;Sí;4;Acciones;625;Anual;Bajo;Retiro
1116;2024;América Latina;Brasil;18;Programador;344593;Alta;Sí;8;Fondos Mutuos;19324;Semestral;Bajo;Retiro
1117;2022;América Latina;Chile;37;Abogado;323510;Alta;Sí;5;Fondos Mutuos;28774;Mensual;Bajo;Retiro
1118;2024;América Latina;Chile;29;Estudiante;481950;Alta;Sí;8;Criptomonedas;45636;Anual;Alto;Diversificación
1119;2024;Europa;Reino Unido;34;Contador;132166;Alta;Sí;2;Fondos Mutuos;39863;Mensual;Alto;Ganancia Rápida
1120;2023;América Latina;Argentina;58;Médico;397440;Alta;Sí;1;Inmobiliario;29898;Anual;Bajo;Ganancia Rápida
1121;2022;América Latina;Brasil;39;Empresario;131225;Alta;Sí;1;Fondos Mutuos;63498;Anual;Bajo;Ganancia Rápida
1122;2022;América Latina;México;43;Arquitecto;311269;Alta;Sí;4;Fondos Mutuos;61450;Mensual;Medio;Ahorro
1123;2023;Europa;Reino Unido;56;Arquitecto;484403;Alta;Sí;3;Acciones;50420;Semestral;Bajo;Diversificación
1124;2024;América Latina;Brasil;63;Contador;40136;Media;Sí;3;Criptomonedas;1914;Mensual;Alto;Ganancia Rápida
1125;2023;América Latina;Colombia;39;Arquitecto;395697;Alta;No;0;Fondos Mutuos;42491;Semestral;Bajo;Retiro
1126;2022;Europa;España;53;Estudiante;230615;Alta;Sí;6;Inmobiliario;92064;Semestral;Alto;Diversificación
1127;2023;Europa;Reino Unido;41;Empresario;227551;Alta;Sí;8;Acciones;27593;Semestral;Medio;Retiro
1128;2023;América Latina;Argentina;32;Contador;198499;Alta;Sí;2;Inmobiliario;93326;Mensual;Medio;Retiro
1129;2024;América Latina;Colombia;39;Programador;378781;Alta;Sí;6;Fondos Mutuos;77975;Anual;Bajo;Ganancia Rápida
1130;2024;Norteamérica;Estados Unidos;35;Diseñador;352812;Alta;Sí;7;Inmobiliario;71726;Semestral;Medio;Ahorro
1131;2023;América Latina;Colombia;42;Arquitecto;137058;Alta;No;0;Bonos;56524;Anual;Medio;Ganancia Rápida
1132;2024;Norteamérica;Canadá;43;Médico;111245;Alta;No;0;Inmobiliario;46862;Anual;Bajo;Ganancia Rápida
1133;2024;América Latina;Colombia;35;Arquitecto;71771;Media;No;0;Bonos;10047;Semestral;Bajo;Ahorro
1134;2024;Europa;Reino Unido;41;Estudiante;50173;Media;Sí;1;Inmobiliario;7346;Semestral;Medio;Diversificación
1135;2024;América Latina;Colombia;57;Profesor;497269;Alta;No;0;Inmobiliario;41330;Anual;Alto;Retiro
1136;2022;Europa;Alemania;31;Abogado;250553;Alta;Sí;2;Acciones;78732;Mensual;Alto;Diversificación
1137;2022;Europa;Francia;42;Programador;22523;Baja;Sí;1;Bonos;2686;Mensual;Alto;Ahorro
1138;2024;Europa;España;40;Empresario;30622;Media;Sí;1;Inmobiliario;4155;Mensual;Bajo;Retiro
1139;2022;Norteamérica;Canadá;40;Abogado;474563;Alta;No;0;Bonos;80886;Semestral;Alto;Retiro
1140;2022;Europa;Italia;52;Profesor;466754;Alta;Sí;1;Bonos;71347;Mensual;Bajo;Ahorro
1141;2022;América Latina;Chile;32;Abogado;298293;Alta;Sí;1;Criptomonedas;91854;Anual;Medio;Retiro
1142;2022;Norteamérica;Estados Unidos;34;Ingeniero;103006;Alta;No;0;Bonos;5807;Mensual;Alto;Retiro
1143;2022;América Latina;México;47;Programador;205272;Alta;Sí;7;Fondos Mutuos;65588;Semestral;Bajo;Retiro
1144;2023;América Latina;México;44;Programador;238259;Alta;Sí;8;Acciones;36657;Semestral;Medio;Ahorro
1145;2022;Europa;Italia;36;Arquitecto;499155;Alta;No;0;Criptomonedas;56680;Mensual;Bajo;Retiro
1146;2024;América Latina;Chile;42;Ingeniero;186983;Alta;Sí;3;Fondos Mutuos;46700;Semestral;Alto;Ahorro
1147;2023;América Latina;Brasil;36;Ingeniero;469101;Alta;Sí;2;Acciones;69548;Anual;Bajo;Ahorro
1148;2022;Norteamérica;Canadá;42;Contador;223253;Alta;Sí;4;Inmobiliario;77714;Semestral;Alto;Diversificación
1149;2024;Norteamérica;Estados Unidos;25;Profesor;221639;Alta;No;0;Fondos Mutuos;63370;Anual;Bajo;Diversificación
1150;2024;Europa;Italia;25;Contador;28701;Baja;Sí;4;Inmobiliario;2611;Anual;Medio;Diversificación
1151;2023;Europa;Italia;43;Ingeniero;221211;Alta;Sí;6;Fondos Mutuos;87040;Semestral;Alto;Diversificación
1152;2022;América Latina;Argentina;32;Médico;37207;Media;Sí;7;Bonos;3808;Semestral;Medio;Diversificación
1153;2022;América Latina;Argentina;35;Contador;196571;Alta;No;0;Bonos;15880;Semestral;Bajo;Retiro
1154;2023;Norteamérica;Estados Unidos;30;Médico;177547;Alta;Sí;5;Criptomonedas;84313;Anual;Bajo;Ganancia Rápida
1155;2024;América Latina;Argentina;18;Ingeniero;62147;Media;Sí;1;Criptomonedas;3402;Semestral;Medio;Retiro
1156;2022;Norteamérica;Canadá;32;Contador;97233;Media;Sí;8;Inmobiliario;45419;Anual;Alto;Diversificación
1157;2022;Europa;Reino Unido;32;Programador;231265;Alta;Sí;6;Acciones;56962;Mensual;Medio;Ahorro
1158;2024;América Latina;Brasil;26;Ingeniero;491308;Alta;Sí;7;Criptomonedas;5646;Anual;Medio;Diversificación
1159;2023;Europa;Francia;29;Empresario;363582;Alta;No;0;Fondos Mutuos;62531;Mensual;Medio;Diversificación
1160;2022;América Latina;Colombia;37;Programador;73908;Media;Sí;1;Acciones;9786;Mensual;Alto;Ganancia Rápida
1161;2024;Europa;Alemania;60;Profesor;46380;Media;Sí;1;Inmobiliario;3526;Semestral;Alto;Retiro
1162;2024;América Latina;Colombia;26;Abogado;330899;Alta;Sí;1;Inmobiliario;4864;Semestral;Alto;Ganancia Rápida
1163;2024;Europa;Alemania;30;Médico;386686;Alta;Sí;1;Bonos;75732;Anual;Medio;Ahorro
1164;2024;América Latina;Chile;33;Arquitecto;222267;Alta;Sí;8;Acciones;87323;Semestral;Alto;Ganancia Rápida
1165;2024;Europa;Francia;36;Programador;82121;Media;No;0;Fondos Mutuos;27911;Semestral;Bajo;Diversificación
1166;2022;Norteamérica;Estados Unidos;39;Ingeniero;187063;Alta;No;0;Bonos;83089;Mensual;Bajo;Ganancia Rápida
1167;2024;Norteamérica;Estados Unidos;47;Contador;409669;Alta;Sí;4;Fondos Mutuos;12872;Anual;Alto;Ganancia Rápida
1168;2023;Norteamérica;Estados Unidos;42;Estudiante;312041;Alta;Sí;3;Inmobiliario;15328;Semestral;Alto;Retiro
1169;2023;Norteamérica;Estados Unidos;34;Médico;179416;Alta;Sí;5;Inmobiliario;23273;Anual;Bajo;Retiro
1170;2024;América Latina;Colombia;18;Ingeniero;305140;Alta;No;0;Fondos Mutuos;27892;Semestral;Alto;Diversificación
1171;2022;Europa;Alemania;21;Estudiante;385053;Alta;No;0;Acciones;50859;Anual;Medio;Ahorro
1172;2022;Europa;Alemania;46;Abogado;120180;Alta;Sí;1;Inmobiliario;30686;Mensual;Bajo;Ahorro
1173;2023;Europa;España;56;Ingeniero;461436;Alta;Sí;2;Inmobiliario;26793;Anual;Medio;Retiro
1174;2023;Norteamérica;Estados Unidos;41;Empresario;186169;Alta;Sí;4;Fondos Mutuos;69711;Semestral;Bajo;Ganancia Rápida
1175;2022;Norteamérica;Canadá;36;Arquitecto;115422;Alta;Sí;2;Inmobiliario;47684;Semestral;Alto;Ganancia Rápida
1176;2024;Europa;Francia;49;Empresario;236629;Alta;Sí;2;Acciones;55613;Anual;Bajo;Ganancia Rápida
1177;2022;América Latina;Argentina;22;Profesor;189931;Alta;Sí;4;Inmobiliario;10204;Semestral;Medio;Retiro
1178;2024;Europa;Italia;39;Arquitecto;153144;Alta;No;0;Acciones;74976;Mensual;Medio;Retiro
1179;2022;América Latina;Colombia;35;Estudiante;172110;Alta;Sí;1;Inmobiliario;56436;Mensual;Bajo;Diversificación
1180;2023;Norteamérica;Estados Unidos;31;Médico;60386;Media;No;0;Bonos;30160;Semestral;Medio;Diversificación
1181;2022;Norteamérica;Canadá;27;Arquitecto;137583;Alta;Sí;5;Acciones;11554;Anual;Medio;Ahorro
1182;2022;América Latina;Argentina;42;Abogado;351749;Alta;Sí;6;Fondos Mutuos;16634;Semestral;Bajo;Retiro
1183;2022;Norteamérica;Canadá;31;Programador;213634;Alta;No;0;Inmobiliario;91890;Mensual;Bajo;Ganancia Rápida
1184;2024;Norteamérica;Canadá;32;Contador;276009;Alta;Sí;2;Acciones;21131;Mensual;Bajo;Retiro
1185;2023;Europa;Francia;51;Programador;240314;Alta;Sí;5;Criptomonedas;17980;Semestral;Medio;Ganancia Rápida
1186;2023;Norteamérica;Canadá;50;Empresario;339016;Alta;Sí;6;Inmobiliario;33490;Mensual;Bajo;Retiro
1187;2024;América Latina;Argentina;38;Estudiante;76023;Media;No;0;Inmobiliario;32359;Semestral;Alto;Retiro
1188;2024;Norteamérica;Canadá;41;Estudiante;244240;Alta;Sí;6;Fondos Mutuos;38594;Anual;Medio;Retiro
1189;2022;Europa;Italia;40;Ingeniero;483578;Alta;No;0;Fondos Mutuos;29168;Semestral;Medio;Ganancia Rápida
1190;2023;América Latina;Colombia;59;Ingeniero;324788;Alta;Sí;1;Bonos;93144;Mensual;Medio;Ahorro
1191;2023;Norteamérica;Canadá;30;Programador;262156;Alta;No;0;Bonos;51153;Anual;Bajo;Retiro
1192;2022;Norteamérica;Estados Unidos;51;Contador;108911;Alta;No;0;Fondos Mutuos;36958;Semestral;Bajo;Retiro
